smi,seed_smi,ori_smi,component,diameter,hash_distance,comp2
*CNc1cccc(C(=O)OC)c1,*C(*)Nc1cccc(C(=O)OC(*)(*)*)c1,CC(C)(C)OC(=O)c1cccc(NC(=O)CCNS(=O)(=O)c2cccc(C(N)=[NH2+])c2)c1,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,62219924b2db24841fe2d77041e9c262,R6;
*OC(=O)C1=CC2=CC(F)=CC=C2N1,*OC(=O)c1cc2cc(F)ccc2[nH]1,NC(=O)c1cccc(OC(=O)c2cc3cc(F)ccc3[nH]2)c1,Hydrophilic;Hydrophilic;Hydrophilic;R5_aro1_1;R6_aro1_0;,5.153,45522b0a19ccc16863cf0269ea3c5c12,R5;R6;
*CNC1c2ccccc2CC1O,*C(*)NC1c2ccccc2CC1O,O=C(Nc1cccnn1)N[C@H]1c2ccccc2C[C@H]1O,Hydrophilic;R5_aro0_0;R6_aro1_0;,2.776,d37a410d00bc9adee67a34c708d13c9d,R5;R6;
*CNc1cccc(Br)c1O,*C(*)Nc1cccc(Br)c1O,O=C(Nc1cccc(Br)c1O)c1cc2ccc(Br)cc2[nH]1,Hydrophilic;R6_aro1_0;,3.0,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*CC(=O)C1=CNC2=CC=CC=C12,*CC(=O)c1c[nH]c2ccccc12,O=C(Cc1nc2ccccc2c(=O)[nH]1)c1c[nH]c2ccccc12,Hydrophilic;R5_aro1_1;R6_aro1_0;,3.758,d433330a82acd529602b8adb643ce42a,R5;R6;
*NNC(=O)C1=CC=CC2=C1NC=C2,*NNC(=O)c1cccc2cc[nH]c12,O=C(N/N=C/c1cccc([N+](=O)[O-])c1)c1cccc2cc[nH]c12,Hydrophilic;Hydrophilic;Hydrophilic;R5_aro1_1;R6_aro1_0;,6.383,31a0aca35ded1ba5bbb04eb4fd8e650e,R5;R6;
*NC(=O)C1=CC2=C(C)C=C(F)C=C2N1,*NC(=O)c1cc2c(C)cc(F)cc2[nH]1,COC1CCN(c2ccc(NC(=O)c3cc4c(C)cc(F)cc4[nH]3)cc2C(F)(F)F)CC1,Hydrophilic;Hydrophilic;Hydrophilic;R5_aro1_1;R6_aro1_0;,5.153,45522b0a19ccc16863cf0269ea3c5c12,R5;R6;
*CCn1c(C)c(C)c2ccccc21,*C(*)Cn1c(C)c(C)c2ccccc21,Cc1c(C)n(C[C@@H](O)CNc2ccccc2)c2ccccc12,R5_aro1_1;R6_aro1_0;,2.331,cb719590dc2a6d1ceab308f878a19cc8,R5;R6;
*CNC(=O)C1COC2=CC=CC=C2O1,*CNC(=O)C1COc2ccccc2O1,O=C(NCCc1ccc(O)c(O)c1)[C@H]1COc2ccccc2O1,Hydrophilic;Hydrophilic;R6_aro0_2;R6_aro1_0;,3.969,78acd489bc612639ed254e15d15bebfe,R6;R6;
[*+]CCC1C(=O)NC2=CC=CC=C21,[*+]CCC1C(=O)Nc2ccccc21,[NH3+]CC[C@@H]1C(=O)Nc2ccccc21,Hydrophilic;R5_aro0_1;R6_aro1_0;,2.776,905dafe4c6c67d9de619a53310ede054,R5;R6;
*C1[NH2+]CCNC1=O,*C1[NH2+]CCNC1=O,O=C1NCC[NH2+][C@@H]1c1c(F)cccc1Cl,Hydrophilic;R6_aro0_2;,3.0,aae78cb0eadc943b0811020482a401f8,R6;
*CNN=C1CCCc2ccccc21,*C(*)NN=C1CCCc2ccccc21,O=C(CNc1ccc(F)cc1)N/N=C1\CCCc2ccccc21,Hydrophilic;Hydrophilic;R6_aro0_0;R6_aro1_0;,3.969,a781300654db3154a8065bad08bb569d,R6;R6;
*CNNc1ccc(F)cc1,*C(*)NNc1ccc(F)cc1,O=C(NNc1ccc(F)cc1)Nc1sc2ccccc2c1Cl,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,a4774e62d3b57a66b907818fc21b3a24,R6;
*CNc1ccccc1,*C(*)Nc1ccccc1,C[NH+](C)Cc1c(C(=O)Nc2ccccc2)[nH]c2ccccc12,Hydrophilic;R6_aro1_0;,3.0,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*CNc1ccccc1F,*C(*)Nc1ccccc1F,O=C(Nc1cccc(-c2cn3ccnc3c(NCc3cc[nH+]cc3)n2)c1)Nc1ccccc1F,Hydrophilic;Hydrophilic;R6_aro1_0;,3.0,9de6ed144f9ba9230d86416991ae4e07,R6;
*CN(O)CC1SC2=CC=CC=C2NC1=O,*CN(O)CC1Sc2ccccc2NC1=O,O=CN(O)C[C@@H]1Sc2ccccc2NC1=O,Hydrophilic;Hydrophilic;R6_aro0_2;R6_aro1_0;,3.969,78acd489bc612639ed254e15d15bebfe,R6;R6;
*CNc1nc(N)nc2c1CCCC2,*C(*)Nc1nc(N)nc2c1CCCC2,Nc1nc2c(c(NC(=O)Nc3ccccc3)n1)CCCC2,Hydrophilic;Hydrophilic;R6_aro0_0;R6_aro1_2;,3.0,900753edaa5c4b4c175b6f78822c9dc2,R6;R6;
*CNC(=O)C1=CC=CC2=CC=CC=C12,*CNC(=O)c1cccc2ccccc12,O=C(NO)c1ccc(CNC(=O)c2cccc3ccccc23)cc1,Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_0;,3.969,896e26137b9307af86eb2508c1296e16,R6;R6;
*CNNc1c(C)cccc1C,*C(*)NNc1c(C)cccc1C,Cc1cccc(C)c1NNC(=O)c1ccc(N(C)C)cc1,Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,84b6abffc38d02937536801a9cec433d,R6;
*CNc1cc(C(C)(F)F)ccn1,*C(*)Nc1cc(C(C)(F)F)ccn1,CC(F)(F)c1ccnc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cc2F)c1,Hydrophilic;R6_aro1_1;,3.0,fc1eaecb733f46f7ff564f682ee7acc4,R6;
*CCn1ccc2ccccc21,*C(*)Cn1ccc2ccccc21,O[C@@H](CNc1ccccc1)Cn1ccc2ccccc21,R5_aro1_1;R6_aro1_0;,2.331,cb719590dc2a6d1ceab308f878a19cc8,R5;R6;
*CNc1cccc2c1COCC2,*C(*)Nc1cccc2c1COCC2,O=C(Nc1cccc2c1COCC2)N[C@H]1CCO[C@@H]1c1ccnn1CC1CC1,Hydrophilic;R6_aro0_1;R6_aro1_0;,3.0,6ea9c40cca3edd8ee9fa89a8997f1e27,R6;R6;
*CNC(=O)c1cc(-c2ccccc2)[nH]n1,*C(*)NC(=O)c1cc(-c2ccccc2)[nH]n1,C[C@H](CO)NC(=O)c1cc(-c2ccccc2)[nH]n1,Hydrophilic;Hydrophilic;R5_aro1_2;R6_aro1_0;,4.276,681ca2d39db93d6dceccd94322af229e,R5;R6;
*NC(=O)C1=CC2=C(S1)N(C)N=C2C(F)(F)F,*NC(=O)c1cc2c(C(F)(F)F)nn(C)c2s1,Cn1nc(C(F)(F)F)c2cc(C(=O)Nc3ccc(Cl)cc3)sc21,Hydrophilic;Hydrophilic;R5_aro1_1;R5_aro1_2;,3.758,9865cd751e7f7a9a32f88410ed0c058a,R5;R5;
*CCC1CC(C)(C)OC1=O,*C(*)CC1CC(C)(C)OC1=O,Cc1cccc(NC(=S)NC(=O)C[C@@H]2CC(C)(C)OC2=O)c1,Hydrophilic;R5_aro0_1;,2.776,4fe0a5f94bc8c8410acfe37668ee9af6,R5;
*CNC1CCOc2ccccc21,*C(*)NC1CCOc2ccccc21,O=C(N[C@H]1CCOc2ccccc21)c1cc2ccccc2[nH]1,Hydrophilic;R6_aro0_1;R6_aro1_0;,3.0,dcfc443bab37ae53c5a34748030f8448,R6;R6;
*CNCc1ccc(Cl)cc1,*C(*)NCc1ccc(Cl)cc1,O=C(NCc1ccc(Cl)cc1)c1[nH]c2ccccc2c1Cl,Hydrophilic;R6_aro1_0;,3.969,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*CNc1ccnc2ccccc12,*C(*)Nc1ccnc2ccccc12,CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccnc3ccccc23)n1,Hydrophilic;R6_aro1_0;R6_aro1_1;,3.0,3d74677f1ab17fc597bbdfd80893f970,R6;R6;
*CNC(=O)C1CCc2ccccc2C1,*C(*)NC(=O)C1CCc2ccccc2C1,O=C(N[C@H](Cc1ccccc1)C(=O)[O-])[C@H]1CCc2ccccc2C1,Hydrophilic;Hydrophilic;R6_aro0_0;R6_aro1_0;,3.969,1d673b3cebc41f98b2152792df596354,R6;R6;
*CCC1=CC=CC(F)=C1,*CCc1cccc(F)c1,NC(=O)N[C@H](CC(=O)NCCc1cccc(F)c1)c1cccs1,Hydrophilic;R6_aro1_0;,3.0,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*CNC(C)C1=CC=C(F)C=C1,*CNC(C)c1ccc(F)cc1,C[C@@H](NCC(=O)NCCc1ccc(S(N)(=O)=O)cc1)c1ccc(F)cc1,Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,9de6ed144f9ba9230d86416991ae4e07,R6;
*CC([NH3+])C1CCCCCCC1,*C(*)C([NH3+])C1CCCCCCC1,Cc1ccc(NNC(=O)[C@@H](O)[C@H]([NH3+])C2CCCCCCC2)cc1,Hydrophilic;R78_aro0_0;,4.406,c7895358ab87b5583a519c54cc5eebb9,R78;
*CN(C)C(=O)c1cc2cc(F)ccc2[nH]1,*CN(C*)C(=O)c1cc2cc(F)ccc2[nH]1,COCCN(Cc1ccco1)C(=O)c1cc2cc(F)ccc2[nH]1,Hydrophilic;Hydrophilic;Hydrophilic;R5_aro1_1;R6_aro1_0;,5.153,45522b0a19ccc16863cf0269ea3c5c12,R5;R6;
*C1=NNC(C2=CC=CC=C2)=C1,*c1cc(-c2ccccc2)[nH]n1,Oc1cc(O)c(-c2cc(-c3ccccc3)[nH]n2)c(O)c1,R5_aro1_2;R6_aro1_0;,4.276,a987486a3c4544dfa779e59a935ab255,R5;R6;
*CC(C)N1C(=O)NC2(CC2(C)C)C1=O,*CC(C*)N1C(=O)NC2(CC2(C)C)C1=O,CC[C@@H](CO)N1C(=O)N[C@@]2(CC2(C)C)C1=O,Hydrophilic;Hydrophilic;R34_aro0_0;R5_aro0_2;,4.681,ff2c4c760ba40af0ee23da08c006784a,R34;R5;
*CNc1nc2ccccc2[nH]1,*C(*)Nc1nc2ccccc2[nH]1,C[C@@H](Nc1ccc2c(c1)OCCO2)C(=O)Nc1nc2ccccc2[nH]1,Hydrophilic;R5_aro1_2;R6_aro1_0;,2.776,fd5d3d2c0833a8ac27259d12d9c82df1,R5;R6;
*C1=NNC(C2=CC=CC=C2O)S1,*C1=NNC(c2ccccc2O)S1,Oc1ccccc1[C@@H]1NN=C(c2ccccc2)S1,R5_aro0_3;R6_aro1_0;,4.276,94d5a38a2dcbc57867702c0d5b3570d2,R5;R6;
*CCC1=CC=C2C=CC=CC2=C1,*CCc1ccc2ccccc2c1,O=C(NCCc1ccc2ccccc2c1)c1cc(Br)c(Br)[nH]1,R6_aro1_0;R6_aro1_0;,2.598,8255f2af631be1fd7234d818ac826fbd,R6;R6;
*CNc1ccc(F)cc1,*C(*)Nc1ccc(F)cc1,O=C(Nc1ccc(F)cc1)C(=O)Nc1ccc2c(c1)COC2=O,Hydrophilic;Hydrophilic;R6_aro1_0;,3.0,9de6ed144f9ba9230d86416991ae4e07,R6;
*CNc1cc(C(C)(F)F)ccc1F,*C(*)Nc1cc(C(C)(F)F)ccc1F,Cc1cc(NC(=O)Nc2cc(C(C)(F)F)ccc2F)ccc1Oc1cc(NC(=O)C2CC2)ncn1,Hydrophilic;Hydrophilic;R6_aro1_0;,3.0,9de6ed144f9ba9230d86416991ae4e07,R6;
*CNCc1cc2ccccc2[nH]1,*C(*)NCc1cc2ccccc2[nH]1,[NH3+]Cc1cc(Oc2cccc(C(=O)NCc3cc4ccccc4[nH]3)c2)ncn1,Hydrophilic;R5_aro1_1;R6_aro1_0;,3.758,d433330a82acd529602b8adb643ce42a,R5;R6;
*C1NC2=C3C(=CC=CC3=CC=C2)N1,*C1Nc2cccc3cccc(c23)N1,Oc1ccc(C2Nc3cccc4cccc(c34)N2)cc1O,R6_aro0_2;R6_aro1_0;R6_aro1_0;,2.598,4f72f8f32c3164ed4a69f9fa695c8bbc,R6;R6;R6;
*CNC(=O)C1=CC2=C(C)C=C(C)C=C2N1,*CNC(=O)c1cc2c(C)cc(C)cc2[nH]1,Cc1cc(C)c2cc(C(=O)NCc3cccc(Cl)c3)[nH]c2c1,Hydrophilic;Hydrophilic;R5_aro1_1;R6_aro1_0;,3.758,e5d89ff803e1b1d646270dc2cbcdbbfe,R5;R6;
*NNC(=O)C1=NNC(=O)C2=CC=CC=C12,*NNC(=O)c1n[nH]c(=O)c2ccccc12,CC(=O)Nc1cccc(C(=O)NNC(=O)c2n[nH]c(=O)c3ccccc23)c1,Hydrophilic;Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_2;,5.408,d4b029726991986d61fe50745c68e8b1,R6;R6;
*CNC1c2ccccc2CC1[NH3+],*C(*)NC1c2ccccc2CC1[NH3+],[NH3+][C@@H]1Cc2ccccc2[C@H]1NC(=O)C(=O)Nc1ccc(Cl)c(F)c1,Hydrophilic;Hydrophilic;R5_aro0_0;R6_aro1_0;,2.776,4b0a217b90cf9155b7a6a095d3ae3f4c,R5;R6;
*C[NH2+]CC1=CC(OC)=CC2=C1NC=C2Cl,*C[NH2+]Cc1cc(OC)cc2c(Cl)c[nH]c12,COc1cc(C[NH2+]CCCNc2nc3ccsc3c(=O)[nH]2)c2[nH]cc(Cl)c2c1,Hydrophilic;Hydrophilic;R5_aro1_1;R6_aro1_0;,5.219,46526393ea29341d9dacf5cab067464a,R5;R6;
*CNc1cccc(C#N)c1,*C(*)Nc1cccc(C#N)c1,CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc(C#N)c2)c1C,Hydrophilic;Hydrophilic;R6_aro1_0;,4.5,f90c4270d54a6b9c43771d84f6c14c38,R6;
*C1=CC(C2=CC=CC=C2)=NC(N)=N1,*c1cc(-c2ccccc2)nc(N)n1,Nc1nc(-c2ccccc2)cc(-c2nc3ncccc3[nH]2)n1,Hydrophilic;R6_aro1_0;R6_aro1_2;,4.5,e9e1498b756a424fe9f3bb920bef4aed,R6;R6;
*CC(=O)C1=CC2=CC=CC=C2N1,*CC(=O)c1cc2ccccc2[nH]1,O=C(Cc1cccnc1)c1cc2ccccc2[nH]1,Hydrophilic;R5_aro1_1;R6_aro1_0;,3.758,d433330a82acd529602b8adb643ce42a,R5;R6;
*CNC(=O)C1=CC=C2C=CC=CC2=C1O,*CNC(=O)c1ccc2ccccc2c1O,O=C(NCc1ccc([N+](=O)[O-])cc1)c1ccc2ccccc2c1O,Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_0;,3.969,896e26137b9307af86eb2508c1296e16,R6;R6;
*CCC1NC2CCCCC2NC1=O,*C(*)CC1NC2CCCCC2NC1=O,O=C(C[C@@H]1N[C@@H]2CCCC[C@@H]2NC1=O)Nc1ccc2c(c1)OCO2,Hydrophilic;R6_aro0_0;R6_aro0_2;,3.0,70404be51306bdd7773d7e9a13f9857e,R6;R6;
*C1=NN(C)C(C2=CC=CC(C(F)(F)F)=C2)=N1,*c1nc(-c2cccc(C(F)(F)F)c2)n(C)n1,Cc1cn(-c2ccc3[nH]c(-c4nc(-c5cccc(C(F)(F)F)c5)n(C)n4)cc3c2)cn1,R5_aro1_3;R6_aro1_0;,4.276,f064c2c00de30920b2dcc459a34e4fd4,R5;R6;
*COc1cccc2ccccc12,*C(*)Oc1cccc2ccccc12,O=C(Oc1cccc2ccccc12)c1cccc(=O)[nH]1,Hydrophilic;R6_aro1_0;R6_aro1_0;,3.0,6aed7a82aabd5bac388083e21c40de9c,R6;R6;
*COCc1c(F)cccc1F,*C(*)OCc1c(F)cccc1F,O=C(OCc1c(F)cccc1F)c1cccc(=O)[nH]1,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,62219924b2db24841fe2d77041e9c262,R6;
*CNc1c(C)cc(Br)c2ccccc12,*C(*)Nc1c(C)cc(Br)c2ccccc12,Cc1cc(Br)c2ccccc2c1NC(=O)N(C)[C@H]1C[C@@H](C(N)=O)C1,Hydrophilic;R6_aro1_0;R6_aro1_0;,3.0,6aed7a82aabd5bac388083e21c40de9c,R6;R6;
*NC(=O)C1=C(C)C2=C(CCCC2=O)N1,*NC(=O)c1[nH]c2c(c1C)C(=O)CCC2,COc1cc2nc(NC(=O)c3[nH]c4c(c3C)C(=O)CCC4)sc2cc1OC,Hydrophilic;Hydrophilic;Hydrophilic;R5_aro1_1;R6_aro0_0;,3.799,8d1f802309689f41020aede8d6f8aa31,R5;R6;
*NS(=O)(=O)CC1=CC=CC=C1,*NS(=O)(=O)Cc1ccccc1,NC(=[NH2+])c1cccc(CNC(=O)Cc2c(F)ccc(NS(=O)(=O)Cc3ccccc3)c2F)c1,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;,5.196,2addb53044fcd685179c1f209c52b694,R6;
*NCC1=CC(C(C)(C)C)=CC=C1OC,*NCc1cc(C(C)(C)C)ccc1OC,COc1ccc(C(C)(C)C)cc1CNc1nc(C)cc(=O)[nH]1,Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,9de6ed144f9ba9230d86416991ae4e07,R6;
*CNCc1cccc(Cl)c1,*C(*)NCc1cccc(Cl)c1,CC(=O)c1c(C)[nH]c(C(=O)NCc2cccc(Cl)c2)c1C,Hydrophilic;R6_aro1_0;,3.969,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*CNc1ccc2c(c1)C(O)(C(F)(F)F)c1ccccc1-2,*C(*)Nc1ccc2c(c1)C(O)(C(F)(F)F)c1ccccc1-2,CC(=O)Nc1ccc2c(c1)[C@](O)(C(F)(F)F)c1ccccc1-2,Hydrophilic;R5_aro0_0;R6_aro1_0;R6_aro1_0;,5.153,3474ac9898ab0b4322b3339a7976e828,R5;R6;R6;
*NN=C1NC(CO)(CO)COC1=O,*NN=C1NC(CO)(CO)COC1=O,O=C1OCC(CO)(CO)N/C1=N\Nc1ccccc1Cl,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro0_2;,3.969,66d2eafeb55c092f8969784cebb4ab8a,R6;
*C(O)C1=NC=C(C2=CC=CC=C2F)N1,*C(O)c1ncc(-c2ccccc2F)[nH]1,CSc1ccc([C@H](O)c2ncc(-c3ccccc3F)[nH]2)cc1,Hydrophilic;R5_aro1_2;R6_aro1_0;,4.276,a4bd484baa5fbd8055e7f6436db82d3d,R5;R6;
*CNC(C)c1ccccn1,*C(*)NC(c1ccccn1)C(*)*,CC(C)[C@H](NC(=O)C(=O)Nc1cnc2ccccc2c1)c1ccccn1,Hydrophilic;R6_aro1_1;,3.969,fc1eaecb733f46f7ff564f682ee7acc4,R6;
*CC(NC)c1ccccn1,*C(*)NC(c1ccccn1)C(*)*,CC(C)[C@H](NC(=O)C(=O)Nc1cnc2ccccc2c1)c1ccccn1,Hydrophilic;R6_aro1_1;,3.969,fc1eaecb733f46f7ff564f682ee7acc4,R6;
*NC(=O)N1CCC(O)(C(F)(F)F)C1,*NC(=O)N1CCC(O)(C(F)(F)F)C1,COc1cccc(NC(=O)N2CC[C@](O)(C(F)(F)F)C2)c1,Hydrophilic;Hydrophilic;R5_aro0_1;,3.758,0aabacc70cf9c7964d005f531ad4831a,R5;
*CNc1cc(C(C)(C)C)ccc1OC,*C(*)Nc1cc(C(C)(C)C)ccc1OC,COc1ccc(C(C)(C)C)cc1NC(=O)c1[nH]c(C)c(C(C)=O)c1C,Hydrophilic;Hydrophilic;R6_aro1_0;,3.0,9de6ed144f9ba9230d86416991ae4e07,R6;
*CNc1ccc(Br)cc1C(F)(F)F,*C(*)Nc1ccc(Br)cc1C(F)(F)F,C=CCSc1nnc(NC(=O)Nc2ccc(Br)cc2C(F)(F)F)s1,Hydrophilic;R6_aro1_0;,3.0,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*C1=NC2=CC(C(N)=[NH2+])=CC=C2N1,*c1nc2cc(C(N)=[NH2+])ccc2[nH]1,NC(=[NH2+])c1ccc(OCCCOc2ccc(-c3nc4cc(C(N)=[NH2+])ccc4[nH]3)cc2)cc1,Hydrophilic;Hydrophilic;R5_aro1_2;R6_aro1_0;,6.273,46be50b3d07b84bb2aa6db98ef22e0a2,R5;R6;
*CNc1oc(-c2cccc3ccccc23)nc1C#N,*C(*)Nc1oc(-c2cccc3ccccc23)nc1C#N,CC(=O)Nc1oc(-c2cccc3ccccc23)nc1C#N,Hydrophilic;Hydrophilic;R5_aro1_2;R6_aro1_0;R6_aro1_0;,5.003,09e8d2d750641799c504360a069d17e5,R5;R6;R6;
*NC(=O)C1=CC(=O)C2=CC=CC=C2O1,*NC(=O)c1cc(=O)c2ccccc2o1,Cc1cccc(NC(=O)c2cc(=O)c3ccccc3o2)c1,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_1;,3.969,27785f9fe7d0f80e5d03a1cbce39a672,R6;R6;
*CNCC1CCCOC1C(C)C,*C(*)NCC1CCCOC1C(C)C,CC(C)[C@H]1OCCC[C@@H]1CNC(=O)Nc1ccc[n+]([O-])c1,Hydrophilic;R6_aro0_1;,3.969,6101b392577f6da5ecccf9e61d5f1281,R6;
*CNC1CCNC1=O,*C(*)NC1CCNC1=O,O=C(N[C@@H]1CCNC1=O)c1cccc(C(F)(F)F)c1,Hydrophilic;Hydrophilic;R5_aro0_1;,2.776,f3630d37db6cc48e30967cabf5e8267a,R5;
*NN=C(C)C1=CNC2=CC=CC=C12,*NN=C(C)c1c[nH]c2ccccc12,C/C(=N/NC(N)=O)c1c[nH]c2ccccc12,Hydrophilic;Hydrophilic;R5_aro1_1;R6_aro1_0;,5.191,4260d2d4ec6bf13c7af95203b88c187a,R5;R6;
*CNC1CC(OC)C1(CC)CC,*COC1CC(NC(*)*)C1(CC)CC,CCO[C@@H]1C[C@@H](NC(=O)c2n[nH]c(=O)[nH]2)C1(CC)CC,Hydrophilic;Hydrophilic;R34_aro0_0;,2.561,e6534e32e7e1c7f9a17e934b4f099151,R34;
*COC1CC(NC)C1(CC)CC,*COC1CC(NC(*)*)C1(CC)CC,CCO[C@@H]1C[C@@H](NC(=O)c2n[nH]c(=O)[nH]2)C1(CC)CC,Hydrophilic;Hydrophilic;R34_aro0_0;,2.561,e6534e32e7e1c7f9a17e934b4f099151,R34;
*NN=CC1CC=CCC1,*NN=CC1CC=CCC1,O=C(CNc1ccccc1F)N/N=C\[C@H]1CC=CCC1,Hydrophilic;Hydrophilic;R6_aro0_0;,5.408,64cb96e713fba6fbbf53f4325696127a,R6;
*CNc1ccc(C(F)(F)F)cc1,*C(*)Nc1ccc(C(F)(F)F)cc1,O=C(N=c1[nH]c2ccccc2[nH]1)Nc1ccc(C(F)(F)F)cc1,Hydrophilic;R6_aro1_0;,3.0,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*CNCC1(O)CCCCCC1,*C(*)NCC1(O)CCCCCC1,Cc1cc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)nn1C[C@@H](O)C[NH3+],Hydrophilic;R78_aro0_0;,4.315,c7895358ab87b5583a519c54cc5eebb9,R78;
*CNc1cc(C)ccc1O,*C(*)Nc1cc(C)ccc1O,Cc1ccc(O)c(NC(=O)/C=C/c2ccc(O)c(O)c2)c1,Hydrophilic;R6_aro1_0;,3.0,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*CC(=O)c1ccc(Cl)cc1,*C(*)C(=O)c1ccc(Cl)cc1,N#C[C@@H](C(=O)c1ccc(Cl)cc1)c1nc2ccccc2[nH]1,Hydrophilic;R6_aro1_0;,3.969,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*CNc1cc(F)ccc1C,*C(*)Nc1cc(F)ccc1C,CC(=O)c1c(C)[nH]c(C(=O)Nc2cc(F)ccc2C)c1C,Hydrophilic;Hydrophilic;R6_aro1_0;,3.0,9de6ed144f9ba9230d86416991ae4e07,R6;
*C(O)C1=NC=C(C2=CC=CC=C2Cl)N1,*C(O)c1ncc(-c2ccccc2Cl)[nH]1,CSc1ccc([C@H](O)c2ncc(-c3ccccc3Cl)[nH]2)cc1,R5_aro1_2;R6_aro1_0;,4.276,a987486a3c4544dfa779e59a935ab255,R5;R6;
*NC(=O)C1=CC2=C(C)C=C(C)C=C2N1,*NC(=O)c1cc2c(C)cc(C)cc2[nH]1,Cc1cc(C)c2cc(C(=O)Nc3ccc(N4CC[NH+](C)CC4)nc3)[nH]c2c1,Hydrophilic;Hydrophilic;R5_aro1_1;R6_aro1_0;,3.758,e5d89ff803e1b1d646270dc2cbcdbbfe,R5;R6;
*NC(=O)C1=CC=C(OC)C(C(F)(F)F)=C1,*NC(=O)c1ccc(OC)c(C(F)(F)F)c1,COc1ccc(C(=O)Nc2cc(Br)c3c(c2)C[NH2+]CC3)cc1C(F)(F)F,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,62219924b2db24841fe2d77041e9c262,R6;
*CNC(=O)c1nc2ccc(F)cc2[nH]1,*C(*)NC(=O)c1nc2ccc(F)cc2[nH]1,O=C(NC(=O)c1nc2ccc(F)cc2[nH]1)Nc1ccc(Cl)cc1,Hydrophilic;Hydrophilic;Hydrophilic;R5_aro1_2;R6_aro1_0;,5.153,19b59adf335f3663446b13fe64389bbf,R5;R6;
*NC1=NC=CC(N2C=NC3=CC=CC=C32)=N1,*Nc1nccc(-n2cnc3ccccc32)n1,Oc1cccc(Nc2nccc(-n3cnc4ccccc43)n2)c1,Hydrophilic;R5_aro1_2;R6_aro1_0;R6_aro1_2;,6.333,371e18cc9cec8bb643fbfc45a52aae3c,R5;R6;R6;
*S(=O)CC1=CC(OC)=CC=C1N,*S(=O)Cc1cc(OC)ccc1N,COc1ccc(N)c(C[S@](=O)c2nc3ccccc3[nH]2)c1,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,a4774e62d3b57a66b907818fc21b3a24,R6;
*CC(NC)c1ccc(Br)cc1,*CC(NC(*)*)c1ccc(Br)cc1,CC[C@@H](NC(=O)c1[nH]c(C)c(C(C)=O)c1C)c1ccc(Br)cc1,Hydrophilic;R6_aro1_0;,3.969,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*CNC(C)c1ccc(Br)cc1,*CC(NC(*)*)c1ccc(Br)cc1,CC[C@@H](NC(=O)c1[nH]c(C)c(C(C)=O)c1C)c1ccc(Br)cc1,Hydrophilic;R6_aro1_0;,3.969,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*C[NH2+]CC1=CC2=C(C)C=C(C)C=C2N1,*C[NH2+]Cc1cc2c(C)cc(C)cc2[nH]1,Cc1cc(C)c2cc(C[NH2+]CCCNc3nc4ccccc4[nH]3)[nH]c2c1,Hydrophilic;R5_aro1_1;R6_aro1_0;,3.758,d433330a82acd529602b8adb643ce42a,R5;R6;
*COc1ccccc1-c1nc(SC)n[nH]1,*COc1ccccc1-c1nc(SC*)n[nH]1,CCOc1ccccc1-c1nc(SCC(=O)c2ccc(OC)c(Br)c2)n[nH]1,Hydrophilic;Hydrophilic;R5_aro1_3;R6_aro1_0;,4.276,27b5854ba85a59e2af0e3002c41b0c87,R5;R6;
*CSc1n[nH]c(-c2ccccc2OC)n1,*COc1ccccc1-c1nc(SC*)n[nH]1,CCOc1ccccc1-c1nc(SCC(=O)c2ccc(OC)c(Br)c2)n[nH]1,Hydrophilic;Hydrophilic;R5_aro1_3;R6_aro1_0;,4.276,27b5854ba85a59e2af0e3002c41b0c87,R5;R6;
