smi,seed_smi,ori_smi,component,diameter,hash_distance,comp2
*COn1nnc2ccccc21,*C(*)On1nnc2ccccc21,O=C(On1nnc2ccccc21)c1cc2ccccc2[nH]1,Hydrophilic;R5_aro1_3;R6_aro1_0;,2.776,9c07de94f187a0f5218b8a03a0e838e2,R5;R6;
*CNC1=C(C2=CC=CC=C2)C(C)=NN1,*CNc1[nH]nc(C)c1-c1ccccc1,Cc1n[nH]c(NC=C2C(=O)N(C)C(=O)N(C)C2=O)c1-c1ccccc1,Hydrophilic;R5_aro1_2;R6_aro1_0;,4.276,b3b702190be9be4ea02d53d54ce4e6c2,R5;R6;
*CNc1cc(C(C)(C)C)ccc1O,*C(*)Nc1cc(C(C)(C)C)ccc1O,CC(C)(C)c1ccc(O)c(NC(=O)/C=C/c2ccc(O)c(O)c2)c1,Hydrophilic;R6_aro1_0;,3.0,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*CNC(=O)C1=CC2=CC=C3C=CC=NC3=C2N1,*CNC(=O)c1cc2ccc3cccnc3c2[nH]1,O=C(NCc1cccc(Cl)c1)c1cc2ccc3cccnc3c2[nH]1,Hydrophilic;Hydrophilic;R5_aro1_1;R6_aro1_0;R6_aro1_1;,4.271,ed9b21190474cfdf9f26969ec1c9e357,R5;R6;R6;
*CSC1=NNC(C2=CC=CC=C2Cl)=N1,*CSc1n[nH]c(-c2ccccc2Cl)n1,COc1cccc(CNC(=O)CSc2n[nH]c(-c3ccccc3Cl)n2)c1OC,Hydrophilic;R5_aro1_3;R6_aro1_0;,4.276,5e220b6c2c104be061067da1da8b788c,R5;R6;
*CCC1=NNC(=S)NC1=O,*CCc1n[nH]c(=S)[nH]c1=O,O=C([O-])CCc1n[nH]c(=S)[nH]c1=O,Hydrophilic;Hydrophilic;R6_aro1_3;,3.0,cf16942579004e586203d89fdce86dfc,R6;
*CNc1cc(OC)ccc1OC,*C(*)Nc1cc(OC)ccc1OC,COc1ccc(OC)c(NC(=O)Nc2cc(C(=O)[O-])ccc2C)c1,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;,3.0,62219924b2db24841fe2d77041e9c262,R6;
*CNC(=O)N1CC2=CC=CC=C2C1,*CNC(=O)N1Cc2ccccc2C1,O=C(NCCCCCCNC(=O)N1Cc2ccccc2C1)c1cccc(O)c1,Hydrophilic;Hydrophilic;R5_aro0_1;R6_aro1_0;,3.758,1817b2450d632a8ee299efde65838801,R5;R6;
*CSC1=NC(C2=CC=CC=C2N)=NN1,*CSc1nc(-c2ccccc2N)n[nH]1,Nc1ccccc1-c1n[nH]c(SCC(=O)N=c2[nH]c3ccccc3[nH]2)n1,Hydrophilic;Hydrophilic;R5_aro1_3;R6_aro1_0;,4.276,27b5854ba85a59e2af0e3002c41b0c87,R5;R6;
*C(O)C1=NC=C(C2=CC=CC(F)=C2)N1,*C(O)c1ncc(-c2cccc(F)c2)[nH]1,Cc1cc(F)ccc1[C@H](O)c1ncc(-c2cccc(F)c2)[nH]1,Hydrophilic;R5_aro1_2;R6_aro1_0;,6.333,a4bd484baa5fbd8055e7f6436db82d3d,R5;R6;
*CC([NH2+]C)c1ccc(O)c2[nH]c(=O)ccc12,*C[NH2+]C(C*)c1ccc(O)c2[nH]c(=O)ccc12,O=c1ccc2c([C@@H](CO)[NH2+]CCc3cccc(O)c3)ccc(O)c2[nH]1,Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_1;,5.408,1359fde61ccb77bb5875c5669086543f,R6;R6;
*C[NH2+]C(C)c1ccc(O)c2[nH]c(=O)ccc12,*C[NH2+]C(C*)c1ccc(O)c2[nH]c(=O)ccc12,O=c1ccc2c([C@@H](CO)[NH2+]CCc3cccc(O)c3)ccc(O)c2[nH]1,Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_1;,5.408,1359fde61ccb77bb5875c5669086543f,R6;R6;
*CNN=C1NC(C)(C)Cc2ccccc21,*C(*)NN=C1NC(C)(C)Cc2ccccc21,CC1(C)Cc2ccccc2/C(=N/NC(=O)c2ccncc2)N1,Hydrophilic;Hydrophilic;R6_aro0_1;R6_aro1_0;,3.969,56f8bb791547aa035a87808281b4d072,R6;R6;
*CNCC1(O)CCc2ccccc21,*C(*)NCC1(O)CCc2ccccc21,O=C(NC[C@]1(O)CCc2ccccc21)Nc1ccc(F)cn1,Hydrophilic;R5_aro0_0;R6_aro1_0;,3.855,03b0d6b029ed5eec5b1c4817c158d7db,R5;R6;
*C1NCCNC1=O,*C1NCCNC1=O,O=C1NCCN[C@@H]1c1cccs1,Hydrophilic;R6_aro0_2;,3.0,aae78cb0eadc943b0811020482a401f8,R6;
*CNc1cc(C)c(Cl)cc1OC,*C(*)Nc1cc(C)c(Cl)cc1OC,COc1cc(Cl)c(C)cc1NC(=O)CNc1ccn(CC(N)=O)n1,Hydrophilic;Hydrophilic;R6_aro1_0;,3.0,9de6ed144f9ba9230d86416991ae4e07,R6;
*C1=NC(NC2CCCCC2[NH3+])=CN=C1C(N)=O,*c1nc(NC2CCCCC2[NH3+])cnc1C(N)=O,NC(=O)c1ncc(N[C@@H]2CCCC[C@@H]2[NH3+])nc1-c1nc2ccccc2[nH]1,Hydrophilic;Hydrophilic;Hydrophilic;Hydrophilic;R6_aro0_0;R6_aro1_2;,6.0,ea0c32446bbadcd88577111cdafd605a,R6;R6;
*CC(=O)C1=CC=CC=C1,*CC(=O)c1ccccc1,Cc1ccc(N[C@H](CC(=O)c2ccccc2)C(=O)[O-])cc1Cl,Hydrophilic;R6_aro1_0;,3.969,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*OCC1CCC2=CC=CC=C2N1,*OCC1CCc2ccccc2N1,c1ccc2c(c1)CC[C@H](COc1ccc(OCCCc3nnn[n-]3)cc1)N2,Hydrophilic;R6_aro0_1;R6_aro1_0;,3.969,dcfc443bab37ae53c5a34748030f8448,R6;R6;
[*+]CC(O)C1CCCCCCC1,[*+]CC(O)C1CCCCCCC1,[NH3+]C[C@H](O)C1CCCCCCC1,R78_aro0_0;,0.0,2d0bb0e75fd4bce2651f46f5b8fcacfe,R78;
*CNc1cccc2c1C(=O)NC2,*C(*)Nc1cccc2c1C(=O)NC2,Cc1cccc(C(=O)Nc2cccc3c2C(=O)NC3)n1,Hydrophilic;Hydrophilic;R5_aro0_1;R6_aro1_0;,3.799,0e11ff587560e425da5b99782d1d7f73,R5;R6;
*NNC(=O)C1=CC(=O)C2=CC=CC=C2O1,*NNC(=O)c1cc(=O)c2ccccc2o1,O=C(NNc1nc2c(F)cccc2s1)c1cc(=O)c2ccccc2o1,Hydrophilic;Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_1;,5.408,d0e724ffad7d588386539ade467b2f8a,R6;R6;
*CNC(=O)C1=CC2=CC=CC=C2OC1=O,*CNC(=O)c1cc2ccccc2oc1=O,NS(=O)(=O)c1ccc(CNC(=O)c2cc3ccccc3oc2=O)cc1,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_1;,3.969,27785f9fe7d0f80e5d03a1cbce39a672,R6;R6;
*CNC(=O)C1COC2=CC=CC=C2C1,*CNC(=O)C1COc2ccccc2C1,NS(=O)(=O)c1ccc(CCNC(=O)[C@H]2COc3ccccc3C2)cc1,Hydrophilic;Hydrophilic;R6_aro0_1;R6_aro1_0;,3.969,3b6b164e95158339337a1cf26402b0fb,R6;R6;
*CNc1cccc(C2CC2)c1,*C(*)Nc1cccc(C2CC2)c1,O=C(Nc1cccc(C2CC2)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1,Hydrophilic;R34_aro0_0;R6_aro1_0;,5.962,569a7f94eb5c9dbab2ea9c7e78cd3334,R34;R6;
*NC(=O)C1=CC=CC(Cl)=C1,*NC(=O)c1cccc(Cl)c1,COc1ccc(NC(=O)c2cccc(Cl)c2)c[n+]1[O-],Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,9de6ed144f9ba9230d86416991ae4e07,R6;
*CNc1c(NC)c(=O)c1=O,*Nc1c(NC(*)*)c(=O)c1=O,C[C@@H](Nc1c(Nc2ccnc(Nc3cc[nH+]cc3)n2)c(=O)c1=O)C(C)(C)C,Hydrophilic;Hydrophilic;Hydrophilic;Hydrophilic;R34_aro1_0;,2.561,b0487e4f93a1b1af7cedc49b2a563dd9,R34;
*Nc1c(NC)c(=O)c1=O,*Nc1c(NC(*)*)c(=O)c1=O,C[C@@H](Nc1c(Nc2ccnc(Nc3cc[nH+]cc3)n2)c(=O)c1=O)C(C)(C)C,Hydrophilic;Hydrophilic;Hydrophilic;Hydrophilic;R34_aro1_0;,2.561,b0487e4f93a1b1af7cedc49b2a563dd9,R34;
*C1CCC(=O)NC1=O,*C1CCC(=O)NC1=O,Nc1ccc2c(c1)CN([C@@H]1CCC(=O)NC1=O)C2=O,Hydrophilic;Hydrophilic;R6_aro0_1;,3.0,a2348a899c02eebed53fcbef0a980369,R6;
*CCc1cccc(OC)c1,*C(*)Cc1cccc(OC)c1,CNC(=O)c1cc(C(=O)N[C@H](CO)Cc2cccc(OC)c2)cc(N(C)S(C)(=O)=O)c1,Hydrophilic;R6_aro1_0;,3.0,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*CCn1cc(CO)c2ccccc21,*C(*)Cn1cc(CO)c2ccccc21,Cc1cccc(NC(=O)Cn2cc(CO)c3ccccc32)c1,R5_aro1_1;R6_aro1_0;,2.331,cb719590dc2a6d1ceab308f878a19cc8,R5;R6;
*CN=c1[nH]c2ccc(Cl)cc2[nH]1,*C(*)N=c1[nH]c2ccc(Cl)cc2[nH]1,O=C(/N=c1/[nH]c2ccc(Cl)cc2[nH]1)c1cccc([N+](=O)[O-])c1,Hydrophilic;R5_aro1_2;R6_aro1_0;,2.776,fd5d3d2c0833a8ac27259d12d9c82df1,R5;R6;
*C(=O)N1CCC2(CC1)OCCO2,*C(=O)N1CCC2(CC1)OCCO2,O=C(c1cc2cc(Br)ccc2[nH]1)N1CCC2(CC1)OCCO2,Hydrophilic;R5_aro0_2;R6_aro0_1;,6.654,162533b1293c8051a070d84c43e44076,R5;R6;
*COC(=O)C1=C2C=CC=CC2=NN1,*COC(=O)c1[nH]nc2ccccc12,NC(=O)c1ccc(NC(=O)COC(=O)c2[nH]nc3ccccc23)cc1,Hydrophilic;Hydrophilic;R5_aro1_2;R6_aro1_0;,3.758,8b9c938270604205cf589b5fa78219fa,R5;R6;
*CCc1ccccc1OC,*C(*)Cc1ccccc1OC,CCCn1/c(=N/C(=O)Cc2ccccc2OC)[nH]c2ccccc21,Hydrophilic;R6_aro1_0;,3.0,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*CS(=O)(=O)C1=CC=C2NC(C3=CC=CC(C(F)(F)F)=C3)=NC2=C1,*CS(=O)(=O)c1ccc2[nH]c(-c3cccc(C(F)(F)F)c3)nc2c1,CCCS(=O)(=O)c1ccc2[nH]c(-c3cccc(C(F)(F)F)c3)nc2c1,Hydrophilic;Hydrophilic;R5_aro1_2;R6_aro1_0;R6_aro1_0;,5.683,928833107fda782cf059b392980e9662,R5;R6;R6;
*NC(=O)C1=CC(C(F)(F)F)=CC=N1,*NC(=O)c1cc(C(F)(F)F)ccn1,CC(=O)Nc1cn2cc(-c3cc(NC(=O)c4cc(C(F)(F)F)ccn4)ccc3C)ccc2n1,Hydrophilic;Hydrophilic;R6_aro1_1;,3.969,1d75d886b57502d50e94e130b64b01c4,R6;
*C1=CC2=CC(Cl)=CC=C2OC1=O,*c1cc2cc(Cl)ccc2oc1=O,O=c1oc2ccc(Cl)cc2cc1-c1nc2ccccc2[nH]1,Hydrophilic;R6_aro1_0;R6_aro1_1;,3.0,3d74677f1ab17fc597bbdfd80893f970,R6;R6;
*C1=CNC2=C3CCCCC3=CC=C2C1=O,*c1c[nH]c2c3c(ccc2c1=O)CCCC3,O=c1c(-c2nnn[n-]2)c[nH]c2c3c(ccc12)CCCC3,Hydrophilic;R6_aro0_0;R6_aro1_0;R6_aro1_1;,4.5,97c42f6a20e4518bc9b9b5861367070f,R6;R6;R6;
*N1NC2(CCCCC2CC)NC1=O,*CCC1CCCCC12NC(=O)N(*)N2,C=CC[C@H]1CCCC[C@@]12NC(=O)N(c1ccccc1)N2,Hydrophilic;R5_aro0_3;R6_aro0_0;,2.776,1ad42e5156021b8b3c854d30421eac77,R5;R6;
*CCC1CCCCC12NC(=O)N(C)N2,*CCC1CCCCC12NC(=O)N(*)N2,C=CC[C@H]1CCCC[C@@]12NC(=O)N(c1ccccc1)N2,Hydrophilic;R5_aro0_3;R6_aro0_0;,2.776,1ad42e5156021b8b3c854d30421eac77,R5;R6;
*COC(C)c1ccccc1,*C(*)OC(C)c1ccccc1,C[C@@H](OC(=O)c1cnn2c1n[n+]([O-])c1ccc(Cl)cc12)c1ccccc1,Hydrophilic;R6_aro1_0;,3.969,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*C=CC1=CC=CC(C(F)(F)F)=C1,*C=Cc1cccc(C(F)(F)F)c1,O=C(COC(=O)/C=C/c1cccc(C(F)(F)F)c1)NC(=O)NCc1ccccc1,R6_aro1_0;,0.0,73ed2c52819b12178180e74e5ccf386f,R6;
*NN=CC1=CC2=CC=CC=C2C=C1O,*NN=Cc1cc2ccccc2cc1O,O=C(N/N=C\c1cc2ccccc2cc1O)c1cccnc1,Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_0;,5.408,fece8ec7dc930ac26ae0ca818f1be07a,R6;R6;
*CCC1COC(=O)N1,*C(*)CC1COC(=O)N1,CC(C)C[C@H]1COC(=O)N1,Hydrophilic;R5_aro0_2;,2.776,9f98a93c40a945e92f2cece2398b43d9,R5;
*CNCc1ccccc1OC,*COc1ccccc1CNC(*)*,CCOc1ccccc1CNC(=O)CSc1n[nH]c(-c2ccccc2Cl)n1,Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,9de6ed144f9ba9230d86416991ae4e07,R6;
*COc1ccccc1CNC,*COc1ccccc1CNC(*)*,CCOc1ccccc1CNC(=O)CSc1n[nH]c(-c2ccccc2Cl)n1,Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,9de6ed144f9ba9230d86416991ae4e07,R6;
*C=CC1=NNC(C2=CC=CC=C2O)=N1,*C=Cc1n[nH]c(-c2ccccc2O)n1,O=C([O-])COc1ccc(/C=C/c2n[nH]c(-c3ccccc3O)n2)cc1,R5_aro1_3;R6_aro1_0;,4.276,f064c2c00de30920b2dcc459a34e4fd4,R5;R6;
*C1=NC2=C(F)C=C(F)C=C2N1,*c1nc2c(F)cc(F)cc2[nH]1,O=C([O-])C[C@H]1CC[C@H](OC2CCN(c3ccc(-c4nc5c(F)cc(F)cc5[nH]4)cn3)CC2)CC1,Hydrophilic;Hydrophilic;R5_aro1_2;R6_aro1_0;,5.153,46be50b3d07b84bb2aa6db98ef22e0a2,R5;R6;
*NC(=O)C1=CC2=CC=C3C=CC=NC3=C2N1,*NC(=O)c1cc2ccc3cccnc3c2[nH]1,COc1cc(NC(=O)c2cc3ccc4cccnc4c3[nH]2)cc(OC)c1OC,Hydrophilic;Hydrophilic;R5_aro1_1;R6_aro1_0;R6_aro1_1;,4.271,ed9b21190474cfdf9f26969ec1c9e357,R5;R6;R6;
*CC(=O)N1CCNC(=O)C1CC,*C(*)CC1C(=O)NCCN1C(=O)C(*)(*)*,COc1ccc(OC)c(NC(=O)C[C@@H]2C(=O)NCCN2C(=O)C(F)(F)F)c1,Hydrophilic;Hydrophilic;R6_aro0_2;,3.969,b0879e732703dd6eee2b4c5cf93ae82a,R6;
*CCC1C(=O)NCCN1C(C)=O,*C(*)CC1C(=O)NCCN1C(=O)C(*)(*)*,COc1ccc(OC)c(NC(=O)C[C@@H]2C(=O)NCCN2C(=O)C(F)(F)F)c1,Hydrophilic;Hydrophilic;R6_aro0_2;,3.969,b0879e732703dd6eee2b4c5cf93ae82a,R6;
*CNc1cccc2nsnc12,*C(*)Nc1cccc2nsnc12,O=C(Nc1ccccc1)Nc1cccc2nsnc12,Hydrophilic;R5_aro1_3;R6_aro1_0;,3.799,dac7bdc4d11c4c973f0dcdb3b046c5aa,R5;R6;
*CSC1=NNC(C2=CC(F)=CC(OC)=C2)=N1,*CSc1n[nH]c(-c2cc(F)cc(OC)c2)n1,COc1cc(F)cc(-c2nc(SCC(=O)[O-])n[nH]2)c1,Hydrophilic;Hydrophilic;Hydrophilic;R5_aro1_3;R6_aro1_0;,6.333,bf8e6b9e8908c5a623d5255dd47c9ae5,R5;R6;
*NC(=O)C1CC(CC)OC1=O,*NC(=O)C1CC(CC)OC1=O,CC[C@@H]1C[C@H](C(=O)Nc2ccccc2)C(=O)O1,Hydrophilic;Hydrophilic;Hydrophilic;R5_aro0_1;,3.758,6d1496f6b4ead9445ad9b7c5594f9654,R5;
*C[NH2+]CC1=CC=C2C=CC=CC2=C1,*C[NH2+]Cc1ccc2ccccc2c1,c1ccc2cc(C[NH2+]CCOCCOCC[NH2+]Cc3ccc4ccccc4c3)ccc2c1,Hydrophilic;R6_aro1_0;R6_aro1_0;,3.969,6aed7a82aabd5bac388083e21c40de9c,R6;R6;
*CNc1ccc2cc[nH]c2c1,*C(*)Nc1ccc2cc[nH]c2c1,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccc2cc[nH]c2c1,Hydrophilic;R5_aro1_1;R6_aro1_0;,5.153,556e93ebb62636b794dba36934886569,R5;R6;
*NC(=O)C1CCC(C)CC1,*NC(=O)C1CCC(C)CC1,CCCNc1c(NC(=O)[C@H]2CC[C@H](C)CC2)c(=O)oc2ccccc12,Hydrophilic;Hydrophilic;R6_aro0_0;,3.969,5220b7ff1791f7f9a7d2f82be8dd8b3a,R6;
*NNC(=O)C1=CC=NC2=CC=CC=C12,*NNC(=O)c1ccnc2ccccc12,O=C(N/N=C/c1ccc(O)c(O)c1O)c1ccnc2ccccc12,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_1;,5.408,75d517a934683367a9864cd7bdb4f078,R6;R6;
*NC1=NC=CC(C(O)C2=CC(F)=CC=C2F)=N1,*Nc1nccc(C(O)c2cc(F)ccc2F)n1,N#Cc1ccc(Nc2nccc([C@@H](O)c3cc(F)ccc3F)n2)cc1,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_2;,6.0,1e2ccf0c96aa417f9f025cf1b3e26820,R6;R6;
